id,title,readers,x,y,area,paper_abstract,published_in,year,url,file_hash,authors,doctype,oa_state
fb18a0c0-6d0a-11df-a2b2-0026b95e3eb7,Connectivism: Learning theory of the future or vestige of the past?,76,1.468408124,2.015661628,Personal Learning Environment,"Siemens and Downes initially received increasing attention in the blogosphere in 2005 when they discussed their ideas concerning distributed knowledge. An extended discourse has ensued in and around the status of connectivism as a learning theory for the digital age. This has led to a number of questions in relation to existing learning theories. Do they still meet the needs of todays learners, and anticipate the needs of learners of the future? Would a new theory that encompasses new developments in digital technology be more appropriate, and would it be suitable for other aspects of learning, including in the traditional class room, in distance education and e-learning? This paper will highlight current theories of learning and critically analyse connectivism within the context of its predecessors, to establish if it has anything new to offer as a learning theory or as an approach to teaching for the 21st Century.",International Review of Research in Open and Distance Learning,2008,connectivism-learning-theory-of-the-future-or-vestige-of-the-past,f1a7fb899c7617541eb86ea00b19c87b797b9ed1,"Kop,Rita;Hill,Adrian;",dataset,1
109bedd0-6d06-11df-a2b2-0026b95e3eb7,Critical Inquiry in a Text-Based Environment: Computer Conferencing in Higher Education,86,0.556408414,1.422401279,Online Learning and Technology Adoption,"The purpose of this study is to provide conceptual order and a tool for the use of computer-mediated communication (CMC) and computer conferencing in supporting an educational experience. Central to the study introduced here is a model of community inquiry that constitutes three elements essential to an educational transactioncognitive presence, social presence, and teaching presence. Indicators (key words/phrases) for each of the three elements emerged from the analysis of computer-conferencing transcripts. The indicators described represent a template or tool for researchers to analyze written transcripts, as well as a guide to educators for the optimal use of computer conferencing as a medium to facilitate an educational transaction. This research would suggest that computer conferencing has considerable potential to create a community of inquiry for educational purposes.",The Internet and Higher Education,1999,critical-inquiry-in-a-textbased-environment-computer-conferencing-in-higher-education-1,4640e32204fc54bf2ef1d527e53c1287312b0cc3,"Garrison,D Randy;Anderson,Terry;Archer,Walter;",dataset,1
f35b2ab0-6d00-11df-8e55-0026b95e43ca,Cultivating communities of practice: A guide to managing knowledge,125,-0.888936029,0.41008598,Community of Practice,"Today's marketplace is fueled by knowledge, but technology is not enough. Cultivating communities of practice is the keystone of effective knowledge strategy. This book provides practical models and methods for stewarding these communities to reach their full potential-without squelching the inner drive that makes them so valuable. Essential reading for any leader in today's knowledge economy; the definitive guide to developing communities of practice!",Harvard Business School Press Books,2002,cultivating-communities-practice-guide-managing-knowledge-1,7b639de6effa686dc2ca7cd17d8b1550e5061533,"Wenger,Etienne;McDermott,Richard;Snyder,William;",dataset,1
6f7488e0-6d00-11df-a2b2-0026b95e3eb7,Design-based research and technology-enhanced learning environments,100,-1.576622683,-2.236541262,Design-based Research,"During the past decade, design-based research has demonstrated its potential as a methodology suitable to both research and design of technology-enhanced learning environments (TELEs). In this paper, we define and identify characteristics of design-based research, describe the importance of design-based research for the development of TELEs, propose principles for implementing design-based research with TELEs, and discuss future challenges of using this methodology.",Educational Technology Research & Development,2005,designbased-research-and-technologyenhanced-learning-environments,d6f6d966ac7627ccb90d58ac6546fc3a66e27d5e,"Wang,Feng;Hannafin,Michael J;",dataset,1
5d98b240-6d00-11df-a2b2-0026b95e3eb7,Design-Based Research Methods for Studying Learning in Context: Introduction,107,-1.647856372,-2.497367122,Design-based Research,Editorial introduction to special issue on design research: need to review the whole issue to identify relevant additional references.,Educational Psychologist,2004,designbased-research-methods-for-studying-learning-in-context-introduction,86ddfff8e3c5e0ed68312a649a6513c5331d9701,"Sandoval,William A;Bell,Philip;",dataset,1
5d966850-6d00-11df-a2b2-0026b95e3eb7,Design-Based Research: An Emerging Paradigm for Educational Inquiry,209,-1.611212176,-2.001211054,Design-based Research,"The authors argue that design-based research, which blends empir- ical educational research with the theory-driven design of learning environments, is an important methodology for understanding how, when, and why educational innovations work in practice. Design- based researchers innovations embody specific theoretical claims about teaching and learning, and help us understand the relationships among educational theory, designed artifact, and practice. Design is central in efforts to foster learning, create usable knowledge, and ad- vance theories of learning and teaching in complex settings. Design- based research also may contribute to the growth of human capacity for subsequent educational reform.",Educational Researcher,2003,designbased-research-an-emerging-paradigm-for-educational-inquiry,9c0ebe70da68d90069bbde0188c2066991fff096,"Dbrc,;",dataset,1
5d95a500-6d00-11df-a2b2-0026b95e3eb7,Design-Based Research: Putting a Stake in the Ground,110,-1.952833264,-2.267316719,Design-based Research,"The emerging field of the learning sciences is one that is interdisciplinary, drawing on multiple theoretical perspectives and research paradigms so as to build understandings of the nature and conditions of learning, cognition, and development. Learning sciences researchers investigate cognition in context, at times emphasizing one more than the other but with the broad goal of developing evidence-based claims derived from both laboratory-based and naturalistic investigations that result in knowledge about how people learn. This work can involve the development of technological tools, curriculum, and especially theory that can be used to understand and support learning. A fundamental assumption of many learning scientists is that cognition is not a thing located within the individual thinker but is a process that is distributed across the knower, the environment in which knowing occurs, and the activity in which the learner participates. In other words, learning, cognition, knowing, and context are irreducibly co-constituted and cannot be treated as isolated entities or processes. If one believes that context matters in terms of learning and cognition, research paradigms that simply examine these processes as isolated variables within laboratory or other impoverished contexts of participation will necessarily lead to an incomplete understanding of their relevance in more naturalistic settings (Brown, 1992).1 Alternatively, simply observing learning and cognition as they naturally THE JOURNAL OF THE LEARNING SCIENCES, 13(1), 114 Copyright 2004, Lawrence Erlbaum Associates, Inc. Correspondence and requests for reprints should be sent to Sasha A. Barab, School of Education, Room 2232, 201 North Rose Avenue, Bloomington, IN 47405. E-mail: sbarabindiana.edu 1This special issue is dedicated to the memory and intellectual contributions of Ann Brown, who so clearly led theway in illuminating for the field the challenges and opportunities discussed in this issue. occur in the world is not adequate given that learning scientists frequently have transformative agendas. Education is an applied field, and learning scientists bring agendas to their work, seeking to produce specific results such as engaging students in the making of science, creating online communities for professional development, or creating history classrooms that confront students preexisting beliefs about race, gender, or class. As such, learning scientists have found that they must develop technological tools, curriculum, and especially theories that help them systematically understand and predict how learning occurs. Such design research offers several benefits: research results that consider the role of social context and have better potential for influencing educational practice, tangible products, and programs that can be adopted elsewhere; and research results that are validated through the consequences of their use, providing consequential evidence or validity (Messick, 1992). However, participating in local educational practices places researchers in the role of curriculum designers, and implicitly, curriculum theorists who are directly positioned in social and political contexts of educational practice (both global and local) and who are accountable for the social and political consequences of their research programs. Increasingly, learning scientists are finding themselves developing contexts, frameworks, tools and pedagogical models consistent with and to better understand emerging pedagogical theories or ontological commitments (see diSessa & Cobb, this issue). In these contexts, the research moves beyond simply observing and actually involves systematically engineering these contexts in ways that allow us to improve and generate evidence-based claims about learning. The commitment to examining learning in naturalistic contexts, many of which are designed and systematically changed by the researcher, necessitates the development of a methodological toolkit for deriving evidence-based claims from these contexts. One such methodology that has grown in application is that of design experimentation or design-based research, frequently traced back to the work of Ann Brown (1992) and Alan Collins (1992). Design-based research is not so much an approach as it is a series of approaches, with the intent of producing new theories, artifacts, and practices that account for and potentially impact learning and teaching in naturalistic settings. Cobb, diSessa, Lehrer, & Schauble (2003) stated: Prototypically, design experiments entail both engineering particular forms of learning and systematically studying those forms of learning within the context defined by the means of supporting them. This designed context is subject to test and revision, and the successive iterations that result play a role similar to that of systematic variation in experiment. (p. 9) They further suggested that design-based research has a number of common features, including the fact that they result in the production of theories on learning and teaching, are interventionist (involving some sort of design), take place in naturalistic contexts, and are iterative. Design-based research is not simply a type of formative evaluation that allows learning scientists to better understand the ecological validity of theoretical claims generated in the laboratory. Design-based research, as conceived by Ann Brown (1992), was introduced with the expectation that researchers would systemically adjust various aspects of the designed context so that each adjustment served as a type of experimentation that allowed the researchers to test and generate theory in naturalistic contexts. Although design-based research has the potential to offer a useful methodological toolkit to those researchers committed to understanding variables within naturalistic contexts, there are many unresolved questions that we as a community must address if our assertions are going to be deemed credible and trustworthy to others. Some questions are: What are the core foci of design-based research and what delineates it from other forms of research? What counts as reasonable and useful warrants for advancing assertions investigated through this type of research? What are the boundaries of a naturalistic context? How do we control researcher bias in selecting evidence, in reporting observations, and in developing trustworthy claims? How do we understand the contextuality of reserach claims generated in situ and use them to inform broader practice? In the following, we begin the process of responding to these questions, a process that is taken up in greater detail through the core articles and commentaries that comprise this special issue and that we hope will be taken up over the next decade by our colleagues.",The Journal of the Learning Sciences,2004,designbased-research-putting-a-stake-in-the-ground,4f0e6e7d48a2c4f0586b2d33cff7f3c3099a1cec,"Barab,Sasha;Squire,Kurt;",dataset,1
683b2b60-6d00-11df-a2b2-0026b95e3eb7,Design Experiments in Educational Research,249,-1.6248172,-1.531301215,Design-based Research,"In this article, the authors first indicate the range of purposes and the variety of settings in which design experiments have been con- ducted and then delineate five crosscutting features that collectively differentiate design experiments from other methodologies. Design experiments have both a pragmatic bentengineering particular forms of learningand a theoretical orientationdeveloping domain- specific theories by systematically studying those forms of learning and the means of supporting them. The authors clarify what is in- volved in preparing for and carrying out a design experiment, and in conducting a retrospective analysis of the extensive, longitudinal data sets generated during an experiment. Logistical issues, issues of mea- sure, the importance of working through the data systematically, and the need to be explicit about the criteria for making inferences are discussed.",Educational Researcher,2003,design-experiments-in-educational-research,12b16d65d3fbf45737d7bc3e9ef6516185fce577,"Cobb,P;Confrey,J;diSessa,A;Lehrer,R;Schauble,L;",dataset,1
1e196c00-6d09-11df-a2b2-0026b95e3eb7,Design Research: Theoretical and Methodological Issues,101,-1.826964106,-2.311853288,Design-based Research,"The term 'design experiments' was introduced in 1992, in articles by Ann Brown (1992) and Allan Collins (1992). Design experiments were developed as a way to carry out formative research to test and refine educational designs based on principles derived from prior research. More recently the term design research has been applied to this kind of work. In this article, we outline the goals of design research and how it is related to other methodologies. We illustrate how design research is carried out with two very different examples. And we provide guidelines for how design research can best be carried out in the future.",The Journal of the Learning Sciences,2004,design-research-theoretical-and-methodological-issues-1,704485ed39e25dcb53a4f4c3f5e52b2c828cbe7f,"Collins,Allan;Joseph,Diana;Bielaczyc,Katerine;",dataset,1
b81de2a0-6d03-11df-a2b2-0026b95e3eb7,Developing the theory of formative assessment,220,-1.522120923,0.648328931,Meta Analysis,"Whilst many definitions of formative assessment have been offered, there is no clear rationale to define and delimit it within broader theories of pedagogy. This paper aims to offer such a rationale, within a framework which can also unify the diverse set of practices which have been described as formative. The analysis is used to relate formative assessment both to other pedagogic initiatives, notably cognitive acceleration and dynamic assessment, and to some of the existing literature on models of self-regulated learning and on classroom discourse. This framework should indicate potentially fruitful lines for further enquiry, whilst at the same time opening up new ways of helping teachers to implement formative practices more effectively.",Educational Assessment Evaluation and Accountability,2005,developing-the-theory-of-formative-assessment,df737d010bf4bde2f4ec5404119dbb3c4594dbe9,"Black,Paul;Wiliam,Dylan;",dataset,1
49c83ac0-6d04-11df-afb8-0026b95d30b2,"Digital Natives, Digital Immigrants Part 1",480,-0.516729446,2.195968271,Digital Natives,"Part one of this paper highlights how students today think and process information fundamentally differently from their predecessors, as a result of being surrounded by new technology. The author compares these digital natives with the older generation who are learning and adopting new technology naming them digital immigrants.",On the Horizon,2001,digital-natives-digital-immigrants-part-2,69d053177603a3f08a7d3fc3b961a6c3952f3c2c,"Prensky,Marc;",dataset,1
15e67070-6d02-11df-a2b2-0026b95e3eb7,Educating the next generation.,129,0.096146069,2.729054609,The Future of Learning,"This collection explores the Net Gen and the implications for institutions in areas such as teaching, service, learning space design, faculty development, and curriculum. Contributions by educators and students are included.",Science justice journal of the Forensic Science Society,2008,educating-the-net-generation-1,a63319285ab2bb6c18b05098024ab72e4200cec9,"Evison,Martin;",dataset,1
52cedbd0-98c2-11df-9d6a-0024e8453de6,Emerging Technologies in Distance Education,73,1.18479476,2.313063007,The Future of Learning,Distance Education,Theory and Practice,2010,emerging-technologies-distance-education-6,e2b21c89c37fb1df18137c6aa1560a616c0ebc56,"Editor,Series;Anderson,Terry;",dataset,1
38148bf0-6d0c-11df-936c-0026b95e484c,"Epistemological and methodological issues for the conceptualization, development, and assessment of ICT–TPCK: Advances in technological pedagogical content knowledge (TPCK)",87,2.653082138,-1.738243883,Technological Pedagogical Content Knowledge,"In this paper, several issues regarding the epistemology of technological pedagogical content knowledge (TPCK) are first raised for the purpose of clarifying the construct. Specifically, the transformative and integrative views are juxtaposed for exploring the epistemology of TPCK, and, at the end, the transformative view is adopted concluding that TPCK is a unique body of knowledge that is constructed from the interaction of its individual contributing knowledge bases. Then, ICT&x2013;TPCK is introduced as a strand of TPCK, and is described as the ways knowledge about tools and their affordances, pedagogy, content, learners, and context are synthesized into an understanding of how particular topics that are difficult to be understood by learners or difficult to be represented by teachers can be transformed and taught more effectively with technology in ways that signify its added value. One model for the development and another for the assessment of ICT&x2013;TPCK are then discussed. Technology Mapping is proposed as a situative methodology for the development of ICT&x2013;TPCK, and three forms of assessment, namely, expert assessment, peer assessment, and self-assessment are proposed for assessing teachers&x2019; competencies to teach with technology. The paper also reports on the empirical findings of a study that was undertaken to investigate the impact of the proposed models on student learning within the context of two design tasks in a pre-service primary teacher education course. Repeated measures within-subject effects were tested and the results indicated that ICT&x2013;TPCK competency significantly improved over the course of a semester. The results of this study clearly show that the theoretical models proposed herein can positively impact the development of ICT&x2013;TPCK. Lastly, these results can be used as baseline data in future studies that may be conducted to further validate or improve the proposed models in different contexts.",Computers & Education,2009,epistemological-methodological-issues-conceptualization-development-assessment-icttpck-advances-technological-pedagogical-content-knowledge-tpck,0c75949827bb5258a8c9cc1fa408db18e2c9f849,"Angeli,C;Valanides,N;",dataset,1
d1a9e9e0-6d02-11df-a2b2-0026b95e3eb7,Evaluation of Evidence-Based Practices in Online Learning,207,-0.877153028,1.638689304,Meta Analysis,"A systematic search of the research literature from 1996 through July 2008 identified more than a thousand empirical studies of online learning. Analysts screened these studies to find those that (a) contrasted an online to a face-to-face condition, (b) measured student learning outcomes, (c) used a rigorous research design, and (d) provided adequate information to calculate an effect size. As a result of this screening, 51 independent effects were identified that could be subjected to meta-analysis. The meta-analysis found that, on average, students in online learning conditions performed better than those receiving face-to-face instruction. The difference between student outcomes for online and face-to-face classesmeasured as the difference between treatment and control means, divided by the pooled standard deviationwas larger in those studies contrasting conditions that blended elements of online and face-to-face instruction with conditions taught entirely face-to-face. Analysts noted that these blended conditions often included additional learning time and instructional elements not received by students in control conditions. This finding suggests that the positive effects associated with blended learning should not be attributed to the media, per se. An unexpected finding was the small number of rigorous published studies contrasting online and face-to-face learning conditions for K12 students. In light of this small corpus, caution is required in generalizing to the K12 population because the results are derived for the most part from studies in other settings (e.g., medical training, higher education).",Structure,2009,evaluation-of-evidencebased-practices-in-online-learning,77609bb4542ccf372d81e57256557222ba2b0843,"Means,Barbara;Toyama,Yukie;Murphy,Robert;Bakia,Marianne;Jones,Karla;",dataset,1
d7f971b0-6d04-11df-a2b2-0026b95e3eb7,Evaluation of Evidence-Based Practices in Online Learning: A Meta-Analysis and Review of Online Learning Studies,169,0.727384305,1.699064149,Online Learning and Technology Adoption,"A systematic search of the research literature from 1996 through July 2008 identified more than a thousand empirical studies of online learning. Analysts screened these studies to find those that (a) contrasted an online to a face-to-face condition, (b) measured student learning outcomes, (c) used a rigorous research design, and (d) provided adequate information to calculate an effect size. As a result of this screening, 51 independent effects were identified that could be subjected to meta-analysis. The meta-analysis found that, on average, students in online learning conditions performed better than those receiving face-to-face instruction. The difference between student outcomes for online and face-to-face classesmeasured as the difference between treatment and control means, divided by the pooled standard deviationwas larger in those studies contrasting conditions that blended elements of online and face-to-face instruction with conditions taught entirely face-to-face. Analysts noted that these blended conditions often included additional learning time and instructional elements not received by students in control conditions. This finding suggests that the positive effects associated with blended learning should not be attributed to the media, per se. An unexpected finding was the small number of rigorous published studies contrasting online and face-to-face learning conditions for K12 students. In light of this small corpus, caution is required in generalizing to the K12 population because the results are derived for the most part from studies in other settings (e.g., medical training, higher education).",Structure,2009,evaluation-of-evidencebased-practices-in-online-learning-a-metaanalysis-and-review-of-online-learning-studies,e42bcb7d476d049c419faed9526a06466f6112ff,"Means,Barbara;Toyama,Yuki;Murphy,Robert;Bakia,Marianne;Jones,Karla;",dataset,1
2064ed30-6d0a-11df-afb8-0026b95d30b2,Exploring teachers’ perceived self efficacy and technological pedagogical content knowledge with respect to educational use of the World Wide Web,50,3.011672474,-1.90162244,Technological Pedagogical Content Knowledge,"Research in the area of educational technology has claimed that Web technology has driven online pedagogy such that teachers need to know how to use Web technology to assist their teaching. This study provides a framework for understanding teachers Technological Pedagogical Content Knowledge-Web (TPCK-W), while integrating Web technology into their pedagogical practice. Furthermore, contemporary educational researchers have highlighted the significance of teachers self-efficacy, conceptualized as the teachers perceptions of their own competence at teaching, and related to instructional strategies as well as teaching effectiveness. The major purpose of this study was to investigate teachers perceived self-efficacy in terms of their TPCK-W. This study aimed to develop a new questionnaire, namely the Technological Pedagogical Content Knowledge-Web (TPCK-W) Survey to explore teachers self-efficacy in terms of their TPCK-W, and additionally to assess their attitudes toward Web-based instruction. The participants in this study were 558 teachers from elementary school to high school level in Taiwan. Both exploratory and confirmatory factor analyses indicated that the TPCK-W survey developed in this study has satisfactory validity and reliability characteristics. The results indicate a lack of general knowledge about Web-related pedagogy amongst the teachers surveyed. The correlations between teachers self-efficacy in terms of their TPCKW, their attitudes regarding Web-based instruction, and their background variables were also examined. Correlations were found between self-efficacy and positive attitudes to web-based instruction. Older and more experienced teachers were found to have lower levels of self-efficacy with respect to TPCK-W, though teachers with more experience of using the we",Instructional Science,2008,exploring-teachers-perceived-self-efficacy-technological-pedagogical-content-knowledge-respect-educational-world-wide-web,cfd073813274574828f2192e7f52bec51aa2741f,"Lee,Min-Hsien;Tsai,Chin-Chung;",dataset,1
